transport_mode,origin_region,destination_region,route_distance_km,planned_duration_hours,elapsed_transit_hours,transit_progress_pct,priority_level,carrier_reliability_score,origin_port_congestion_index,dest_port_congestion_index,weather_severity_index,customs_inspection_risk,seasonal_disruption_factor,disrupted
Rail,South_Asia,East_Asia,3986.5,94.7,68.9,0.7276,High,0.99,18.6,27.7,26.9,0.5795,0.9542,1
Road,Latin_America,Latin_America,1885.5,37.6,36.3,0.9654,Standard,0.7727,20.4,37.0,10.7,0.0405,0.4363,0
Road,Europe,Europe,1029.6,21.2,2.2,0.1038,Standard,0.7405,50.2,9.1,31.7,0.1439,0.3661,1
Ocean,East_Asia,Middle_East,6403.6,293.7,25.6,0.0872,High,0.8825,18.2,27.8,12.3,0.4469,0.4066,1
Ocean,Europe,North_America,9422.6,383.6,120.3,0.3136,Standard,0.8721,56.9,15.9,12.2,0.2971,0.6547,1
Air,Middle_East,Europe,5315.8,29.3,19.9,0.6792,Standard,0.8845,48.2,42.9,21.2,0.4315,0.7514,1
Ocean,South_Asia,Latin_America,7015.2,294.8,179.5,0.6089,Standard,0.8511,73.6,32.0,21.0,0.3819,0.1461,1
Rail,Europe,Europe,2716.7,92.7,6.2,0.0669,Standard,0.8431,20.3,32.6,50.0,0.1471,0.7444,1
Air,North_America,Europe,10170.4,44.7,33.1,0.7405,High,0.8577,49.6,12.1,35.7,0.1089,0.1622,1
Air,North_America,Middle_East,7645.6,27.2,8.5,0.3125,Standard,0.8398,26.9,38.4,31.8,0.7905,0.3349,1
Ocean,South_Asia,Latin_America,10415.2,416.9,382.2,0.9168,Standard,0.7989,7.8,28.4,27.2,0.8289,0.4444,1
Road,Latin_America,North_America,168.6,12.4,2.4,0.1935,Standard,0.792,13.3,31.3,33.9,0.5562,0.409,1
Air,Middle_East,Latin_America,8625.3,37.0,21.4,0.5784,High,0.8063,50.1,29.1,53.4,0.6823,0.3716,1
Road,Latin_America,Latin_America,150.0,15.6,13.7,0.8782,Urgent,0.7852,10.7,17.1,60.9,0.144,0.9771,1
Road,East_Asia,Latin_America,1017.7,20.2,14.9,0.7376,Standard,0.7753,9.6,63.0,35.5,0.5737,0.541,1
Road,Europe,Europe,1706.9,36.5,19.2,0.526,Standard,0.7835,54.5,45.1,21.3,0.0655,0.372,1
Air,East_Asia,Oceania,7372.0,40.8,4.8,0.1176,Standard,0.8237,32.4,13.5,33.6,0.6104,0.8916,1
Ocean,East_Asia,Latin_America,13414.7,489.5,357.7,0.7307,Standard,0.99,14.1,76.8,24.0,0.7941,0.7304,1
Ocean,East_Asia,Europe,11443.5,405.5,273.3,0.674,High,0.8586,19.4,71.5,24.4,0.2537,0.8156,1
Ocean,Southeast_Asia,North_America,12325.1,448.6,345.8,0.7708,Standard,0.7652,23.8,26.6,21.9,0.63,0.2781,1
Road,Europe,Europe,1357.1,26.6,25.2,0.9474,High,0.8534,11.8,8.6,33.8,0.1135,0.7751,0
Ocean,Southeast_Asia,North_America,12663.0,449.8,129.3,0.2875,Standard,0.4871,36.8,17.2,30.0,0.6924,0.253,1
Ocean,South_Asia,North_America,16890.2,580.6,103.2,0.1777,Urgent,0.6996,22.6,30.3,3.8,0.312,0.1103,1
Ocean,Southeast_Asia,Europe,10704.1,421.4,201.9,0.4791,High,0.6796,24.9,12.4,11.2,0.5485,0.2204,1
Road,Europe,Europe,1148.0,31.4,17.5,0.5573,Standard,0.7453,57.6,47.5,24.4,0.2067,0.5573,1
Ocean,South_Asia,Oceania,8749.9,319.4,255.8,0.8009,High,0.7658,53.6,40.1,18.3,0.262,0.6757,1
Rail,North_America,East_Asia,5313.4,124.4,9.5,0.0764,High,0.7806,61.5,41.1,50.9,0.4216,0.7938,1
Rail,Europe,Europe,540.6,40.9,13.0,0.3178,High,0.8948,27.4,48.7,10.3,0.2037,0.5795,1
Rail,North_America,East_Asia,3084.5,94.5,68.8,0.728,Standard,0.9181,8.6,30.4,33.8,0.2567,0.9788,1
Ocean,East_Asia,Europe,11355.3,442.4,28.0,0.0633,Standard,0.6874,48.6,72.2,24.8,0.441,0.6854,1
Rail,Europe,Europe,2547.5,79.1,60.3,0.7623,Standard,0.99,40.5,34.9,45.6,0.0615,0.1038,1
Ocean,Southeast_Asia,Oceania,11976.6,427.1,288.8,0.6762,Standard,0.9727,15.1,16.8,34.9,0.2247,0.7218,1
Road,Latin_America,Latin_America,1013.9,20.8,17.3,0.8317,High,0.7805,68.3,22.6,8.3,0.2918,0.8563,1
Ocean,Europe,Oceania,9610.6,347.2,29.2,0.0841,High,0.7473,14.7,60.5,24.0,0.4992,0.7925,1
Air,South_Asia,North_America,7403.5,22.6,8.8,0.3894,Standard,0.767,22.7,19.4,48.5,0.3629,0.8474,1
Ocean,Europe,Europe,14198.3,514.4,364.5,0.7086,High,0.99,6.6,30.8,31.5,0.0671,0.1522,1
Air,East_Asia,Latin_America,5515.6,35.0,33.6,0.96,Standard,0.9092,44.6,86.8,15.4,0.5347,0.3115,1
Rail,East_Asia,East_Asia,1443.4,52.4,3.1,0.0592,Standard,0.8036,50.5,42.7,16.3,0.1564,0.5442,1
Ocean,Southeast_Asia,Oceania,9238.9,336.3,212.4,0.6316,Standard,0.7496,15.5,50.9,2.3,0.5046,0.1523,1
Ocean,South_Asia,North_America,12651.0,481.2,171.1,0.3556,High,0.7805,33.1,15.0,13.6,0.2167,0.5708,1
Road,East_Asia,East_Asia,1445.7,30.3,2.9,0.0957,High,0.7523,31.9,29.4,11.2,0.042,0.2836,1
Ocean,Europe,Middle_East,11683.1,445.3,211.2,0.4743,High,0.8029,23.6,30.2,39.8,0.3629,0.865,1
Ocean,Europe,Oceania,15257.4,522.4,31.7,0.0607,High,0.7657,27.0,17.6,51.3,0.4353,0.0557,1
Ocean,Southeast_Asia,North_America,8251.0,341.0,220.6,0.6469,Standard,0.99,100.0,39.8,24.9,0.4357,0.2399,1
Road,Europe,Europe,184.0,17.3,3.1,0.1792,Urgent,0.7753,62.7,33.2,34.2,0.0837,0.2416,1
Ocean,Southeast_Asia,Oceania,7292.2,287.7,154.6,0.5374,Standard,0.8143,17.2,100.0,46.1,0.4986,0.4847,1
Rail,North_America,North_America,5653.4,128.1,18.9,0.1475,Standard,0.6476,46.7,69.5,29.3,0.1835,0.4021,1
Ocean,South_Asia,Europe,9728.5,364.2,187.8,0.5157,Standard,0.8796,59.7,27.5,47.1,0.3671,0.0845,1
Rail,Europe,Europe,4072.0,116.0,7.3,0.0629,Urgent,0.8834,57.0,53.4,26.4,0.0864,0.3585,1
Air,South_Asia,Europe,4143.8,39.8,2.8,0.0704,Standard,0.8495,37.9,29.7,20.0,0.3267,0.9598,1
Ocean,Southeast_Asia,North_America,8878.8,346.0,184.6,0.5335,High,0.8913,21.7,26.6,16.8,0.235,0.5916,1
Road,North_America,Latin_America,443.2,19.7,9.6,0.4873,Standard,0.9407,40.1,41.2,61.1,0.24,0.4752,1
Rail,North_America,North_America,3817.0,96.7,37.7,0.3899,High,0.9071,7.8,16.5,68.7,0.1093,0.7934,1
Road,Latin_America,Europe,1877.9,41.7,5.3,0.1271,Standard,0.7757,19.1,40.4,10.5,0.1308,0.9265,1
Air,Southeast_Asia,North_America,6376.7,30.2,28.7,0.9503,High,0.8026,28.7,24.1,12.7,0.637,0.1159,1
Road,Latin_America,Latin_America,1296.8,31.2,10.2,0.3269,Standard,0.897,19.6,19.6,20.6,0.0932,0.6894,1
Road,East_Asia,East_Asia,454.8,18.2,5.6,0.3077,Standard,0.9256,36.8,19.8,12.1,0.0281,0.149,0
Ocean,Europe,Middle_East,16810.3,590.9,465.0,0.7869,High,0.7509,17.3,25.5,87.5,0.1842,0.423,1
Ocean,East_Asia,Europe,13284.5,506.5,193.4,0.3818,Standard,0.8095,36.2,51.7,23.0,0.5506,0.2474,1
Rail,East_Asia,East_Asia,3232.6,98.4,95.2,0.9675,High,0.848,26.6,28.4,21.5,0.0868,0.1432,1
Road,Latin_America,Latin_America,389.2,15.6,7.7,0.4936,Standard,0.7963,28.3,40.4,37.0,0.1461,0.1901,1
Road,East_Asia,North_America,834.3,24.2,15.3,0.6322,Standard,0.99,18.9,36.7,55.4,0.418,0.9132,1
Rail,South_Asia,South_Asia,3881.9,101.6,39.6,0.3898,Standard,0.99,16.7,7.5,45.5,0.1864,0.2921,0
Rail,Europe,Europe,3392.1,88.5,64.7,0.7311,Urgent,0.7906,27.9,36.4,37.8,0.0607,0.5795,1
Rail,Europe,East_Asia,2501.6,93.2,35.8,0.3841,Standard,0.6679,87.3,39.3,53.9,0.6177,0.6022,1
Road,Europe,Europe,788.2,19.4,16.2,0.8351,Standard,0.9608,37.0,30.0,28.4,0.1388,0.6079,1
Road,Latin_America,Latin_America,466.3,19.7,3.8,0.1929,Urgent,0.9637,15.7,66.6,32.6,0.02,0.9643,1
Rail,Europe,Europe,2752.0,92.6,65.5,0.7073,Urgent,0.9498,55.5,16.4,34.2,0.1482,0.4616,1
Air,South_Asia,North_America,7199.3,40.0,19.2,0.48,Standard,0.99,83.0,24.2,10.6,0.4437,0.1594,1
Ocean,Southeast_Asia,Latin_America,9488.6,341.9,54.4,0.1591,Standard,0.7952,48.7,43.6,9.6,0.3237,0.7265,1
Road,Europe,Europe,1766.0,40.4,7.3,0.1807,Standard,0.9218,32.6,60.0,30.3,0.02,0.3813,1
Air,Europe,East_Asia,6202.1,39.3,24.4,0.6209,Standard,0.6418,29.4,59.0,28.6,0.3687,0.4995,1
Ocean,Southeast_Asia,Latin_America,10949.9,415.5,204.2,0.4915,High,0.7804,16.8,26.9,17.3,0.2797,0.2345,1
Ocean,East_Asia,Latin_America,7394.3,318.8,269.1,0.8441,Standard,0.7852,18.7,35.7,14.0,0.5668,0.1117,1
Rail,East_Asia,East_Asia,2435.1,61.3,49.9,0.814,Urgent,0.99,15.2,51.6,11.8,0.1959,0.9277,1
Ocean,South_Asia,Oceania,18341.5,634.3,582.1,0.9177,Standard,0.8445,16.3,34.6,61.2,0.6114,0.8313,1
Air,Europe,Latin_America,4643.3,21.7,9.8,0.4516,Standard,0.7446,6.2,73.3,47.6,0.4801,0.7038,1
Ocean,Southeast_Asia,Oceania,5767.3,249.0,155.2,0.6233,Standard,0.6422,44.7,25.3,8.7,0.409,0.6637,1
Ocean,Europe,Latin_America,13673.4,464.5,110.3,0.2375,Standard,0.8286,42.0,56.0,31.9,0.5669,0.1286,1
Road,Europe,Europe,640.2,18.2,8.8,0.4835,High,0.8157,8.3,73.5,28.8,0.2109,0.8816,1
Road,East_Asia,East_Asia,1676.2,38.0,22.3,0.5868,Standard,0.6032,22.3,43.0,28.8,0.0912,0.798,1
Air,Southeast_Asia,Latin_America,10871.9,28.2,24.2,0.8582,High,0.7408,18.1,71.8,36.8,0.3832,0.714,1
Road,North_America,North_America,855.6,19.7,11.4,0.5787,Standard,0.7902,24.5,21.2,9.6,0.1769,0.6713,1
Road,Latin_America,Latin_America,1271.1,32.7,4.4,0.1346,Urgent,0.9197,35.7,48.2,11.4,0.0924,0.2954,1
Air,Middle_East,Latin_America,9200.1,26.9,3.5,0.1301,Urgent,0.8119,21.5,40.7,39.3,0.2597,0.7544,1
Ocean,Europe,Middle_East,9196.4,368.9,237.8,0.6446,Standard,0.7662,32.2,22.7,34.2,0.8453,0.9049,1
Road,East_Asia,East_Asia,981.5,20.0,6.5,0.325,High,0.9401,12.1,66.6,44.2,0.0482,0.461,1
Ocean,Europe,Oceania,13919.8,478.9,85.8,0.1792,High,0.8976,16.8,75.6,9.1,0.4606,0.1312,1
Road,Europe,Europe,1592.9,30.9,1.9,0.0615,Standard,0.8536,15.4,23.9,16.1,0.0586,0.5826,0
Rail,Europe,Europe,6775.3,147.7,122.3,0.828,Standard,0.9767,11.8,11.4,5.2,0.0221,0.3823,0
Ocean,East_Asia,Oceania,5407.2,245.0,206.3,0.842,Standard,0.8454,62.9,14.4,53.9,0.6369,0.7797,1
Road,Latin_America,Latin_America,1414.3,25.6,7.4,0.2891,Standard,0.8608,18.0,72.3,62.7,0.2551,0.5345,1
Air,Southeast_Asia,Oceania,6731.8,39.1,30.3,0.7749,High,0.7087,26.6,13.9,27.4,0.4609,0.569,1
Road,Latin_America,North_America,1166.9,23.3,10.2,0.4378,High,0.8142,27.9,42.4,5.3,0.7891,0.9132,1
Road,North_America,North_America,1030.8,21.9,10.5,0.4795,High,0.7338,49.9,70.9,10.8,0.1258,0.7763,1
Ocean,Europe,North_America,12704.8,473.9,254.2,0.5364,Standard,0.8605,7.2,9.5,15.9,0.4297,0.75,1
Ocean,Southeast_Asia,North_America,12901.9,471.5,371.9,0.7888,High,0.7122,11.1,17.7,17.1,0.471,0.5273,1
Ocean,Europe,Oceania,11103.5,418.3,396.5,0.9479,Urgent,0.99,13.6,19.7,27.4,0.2669,0.6949,1
Rail,Europe,North_America,3141.8,92.3,62.6,0.6782,Standard,0.8072,59.2,31.1,7.3,0.5712,0.8395,1
Road,North_America,Europe,1290.1,23.7,14.7,0.6203,Standard,0.7294,45.6,38.8,19.3,0.4927,0.5671,1
Air,Latin_America,East_Asia,9128.0,30.3,4.7,0.1551,Standard,0.7385,14.4,56.0,27.9,0.6155,0.4637,1
Ocean,East_Asia,Oceania,9728.6,375.6,256.7,0.6834,Standard,0.8908,43.4,26.4,11.8,0.4733,0.4099,1
Road,North_America,Latin_America,805.7,27.1,7.1,0.262,Standard,0.8677,62.0,28.0,11.2,0.4038,0.105,1
Road,Latin_America,Latin_America,2014.9,35.4,24.5,0.6921,Standard,0.874,14.9,21.4,4.8,0.0961,0.5622,0
Air,South_Asia,East_Asia,4562.9,41.1,19.3,0.4696,High,0.7632,74.9,12.4,5.6,0.639,0.6171,1
Ocean,Europe,North_America,7212.4,304.3,187.9,0.6175,High,0.6837,33.4,88.7,8.6,0.4393,0.4097,1
Air,Europe,North_America,6007.2,34.2,32.2,0.9415,Urgent,0.7987,30.5,17.4,21.6,0.2801,0.0589,1
Ocean,South_Asia,North_America,15939.9,570.4,464.0,0.8135,High,0.8256,55.5,33.9,17.2,0.3861,0.8255,1
Air,South_Asia,Europe,9001.2,26.6,4.1,0.1541,High,0.6191,22.7,27.5,19.0,0.3791,0.3193,1
Road,North_America,Latin_America,1567.9,33.9,9.5,0.2802,High,0.99,27.0,29.1,12.3,0.3755,0.7269,1
Ocean,South_Asia,Middle_East,10348.1,379.2,137.9,0.3637,High,0.7347,34.2,100.0,8.0,0.4334,0.7064,1
Road,Latin_America,Latin_America,1289.8,29.6,9.7,0.3277,Standard,0.8973,42.8,19.7,20.4,0.1495,0.8247,1
Ocean,Europe,Middle_East,8497.3,331.0,295.5,0.8927,Standard,0.8366,67.4,37.7,58.9,0.449,0.7112,1
Ocean,South_Asia,Latin_America,8327.5,352.3,106.5,0.3023,Standard,0.99,22.3,34.8,38.3,0.3558,0.4713,1
Ocean,South_Asia,Middle_East,12790.2,460.6,365.1,0.7927,Standard,0.7918,12.2,34.4,59.7,0.3837,0.2361,1
Ocean,East_Asia,Latin_America,10002.4,356.3,65.4,0.1836,Standard,0.8287,25.7,20.5,19.8,0.5482,0.8598,1
Road,North_America,North_America,1280.8,25.7,24.6,0.9572,Urgent,0.9261,41.0,100.0,14.3,0.2116,0.1866,1
Ocean,East_Asia,Latin_America,11372.1,392.2,27.4,0.0699,High,0.99,34.6,9.7,27.1,0.716,0.3557,1
Rail,North_America,North_America,592.3,57.0,52.0,0.9123,High,0.9328,25.8,35.1,31.0,0.1059,0.7474,1
Ocean,Europe,Latin_America,16159.4,542.5,310.6,0.5725,Standard,0.8786,27.2,46.6,77.7,0.05,0.0985,1
Air,South_Asia,East_Asia,8533.5,34.1,10.1,0.2962,Standard,0.7741,20.8,10.7,39.0,0.2951,0.9528,1
Air,North_America,Middle_East,9519.9,33.5,23.3,0.6955,Standard,0.7952,13.2,24.3,47.3,0.4701,0.7556,1
Air,Latin_America,Middle_East,9739.3,34.5,31.6,0.9159,Urgent,0.7848,20.7,15.8,16.2,0.4582,0.8926,1
Air,Europe,Middle_East,5465.5,22.2,13.6,0.6126,Standard,0.6779,15.0,11.3,22.7,0.592,0.9733,1
Ocean,Europe,Middle_East,13788.4,508.9,60.2,0.1183,High,0.8236,68.0,13.9,54.1,0.4112,0.4258,1
Ocean,Southeast_Asia,Oceania,12149.5,445.0,234.9,0.5279,Standard,0.6858,23.8,38.0,17.8,0.05,0.7272,1
Ocean,Southeast_Asia,Latin_America,4706.2,193.7,43.9,0.2266,Standard,0.99,48.4,28.6,36.3,0.4956,0.6902,1
Road,Europe,Europe,604.9,15.8,15.3,0.9684,Standard,0.99,43.5,28.7,8.3,0.2529,0.0872,0
Ocean,East_Asia,Latin_America,16247.9,583.9,269.2,0.461,Urgent,0.7797,15.4,24.3,40.9,0.1767,0.517,1
Air,Middle_East,North_America,11735.0,30.5,14.3,0.4689,High,0.8356,32.5,18.1,51.7,0.5181,0.3406,1
Road,Europe,Europe,650.4,22.3,17.5,0.7848,Standard,0.785,46.9,65.5,41.6,0.0576,0.7527,1
Ocean,East_Asia,North_America,11820.6,435.4,147.9,0.3397,Standard,0.8748,38.2,49.2,15.8,0.2252,0.8895,1
Ocean,East_Asia,Europe,13567.0,484.4,270.5,0.5584,Standard,0.7796,18.6,35.8,31.7,0.2705,0.5696,1
Rail,East_Asia,East_Asia,4758.8,138.6,108.0,0.7792,Standard,0.8632,83.0,29.0,18.7,0.1103,0.067,1
Rail,East_Asia,East_Asia,3612.2,86.1,22.1,0.2567,High,0.99,30.2,33.5,24.8,0.0915,0.5126,1
Air,Southeast_Asia,North_America,11281.1,28.2,11.2,0.3972,Standard,0.7467,32.2,49.0,9.0,0.5157,0.0728,1
Ocean,South_Asia,Middle_East,9783.4,360.1,327.5,0.9095,Standard,0.9517,7.3,90.9,4.5,0.5908,0.3865,1
Air,Europe,Latin_America,7650.0,28.8,12.9,0.4479,Urgent,0.7148,88.3,24.9,18.6,0.6757,0.9287,1
Road,East_Asia,East_Asia,2502.6,46.6,39.2,0.8412,High,0.7015,20.8,32.1,18.5,0.1594,0.7908,1
Ocean,Southeast_Asia,Latin_America,12214.8,418.6,45.3,0.1082,Standard,0.7958,46.8,15.4,23.1,0.3628,0.5781,1
Road,Latin_America,Latin_America,1479.2,36.9,23.7,0.6423,Standard,0.8187,29.5,27.9,18.2,0.1235,0.1255,1
Ocean,East_Asia,North_America,11307.3,423.6,372.7,0.8798,Standard,0.8499,38.0,14.1,10.0,0.2617,0.7725,1
Road,North_America,Europe,1949.9,35.4,24.3,0.6864,High,0.8535,15.6,37.9,6.0,0.1692,0.6126,1
Road,North_America,North_America,963.2,23.8,16.6,0.6975,High,0.9235,15.6,30.4,5.4,0.0603,0.369,0
Rail,South_Asia,South_Asia,2630.8,73.6,67.0,0.9103,High,0.7468,100.0,42.5,11.0,0.1739,0.761,1
Rail,East_Asia,East_Asia,2477.1,71.7,33.7,0.47,Standard,0.7412,17.6,31.0,21.4,0.1289,0.1136,1
Rail,South_Asia,North_America,4468.3,119.2,23.9,0.2005,Standard,0.5401,45.1,74.0,25.0,0.208,0.9538,1
Ocean,Southeast_Asia,North_America,14101.8,478.2,61.7,0.129,Standard,0.8517,31.0,16.3,25.6,0.55,0.3435,1
Air,Southeast_Asia,Europe,4053.2,19.3,1.4,0.0725,Standard,0.8841,73.8,39.1,14.4,0.4034,0.6181,1
Ocean,Europe,Latin_America,6127.8,240.3,85.2,0.3546,Standard,0.9731,69.3,9.6,40.6,0.3878,0.1315,1
Road,East_Asia,East_Asia,2039.5,36.2,9.7,0.268,Standard,0.9766,29.8,53.9,15.3,0.02,0.8402,0
Ocean,Europe,Middle_East,7639.4,284.1,253.6,0.8926,Standard,0.9656,50.0,51.4,28.8,0.7098,0.2143,1
Air,South_Asia,Europe,4681.9,31.1,4.0,0.1286,Standard,0.6925,34.5,32.8,28.3,0.3867,0.5709,1
Ocean,Europe,Oceania,9794.6,347.8,198.8,0.5716,Standard,0.8908,37.9,39.8,28.2,0.3445,0.1213,1
Air,Southeast_Asia,Europe,6182.9,25.9,4.9,0.1892,Urgent,0.8762,51.8,29.4,29.6,0.5911,0.4302,1
Road,Europe,Europe,1330.0,27.8,17.6,0.6331,Standard,0.7872,12.2,37.1,60.9,0.1722,0.7872,1
Ocean,Southeast_Asia,Middle_East,15406.9,557.8,174.0,0.3119,High,0.8624,29.0,76.1,21.4,0.3471,0.3231,1
Rail,North_America,North_America,5117.4,139.3,40.5,0.2907,Standard,0.9177,33.1,57.7,4.2,0.1417,0.2677,1
Road,East_Asia,East_Asia,975.4,28.5,12.4,0.4351,Urgent,0.8819,48.3,25.1,17.5,0.0934,0.37,1
Road,North_America,North_America,826.9,25.5,3.9,0.1529,Urgent,0.9091,10.8,18.9,22.3,0.1377,0.7756,1
Ocean,East_Asia,Oceania,14136.4,534.8,302.7,0.566,Standard,0.6266,15.2,34.1,15.0,0.5421,0.8,1
Ocean,South_Asia,Oceania,8257.7,320.5,258.7,0.8072,Standard,0.9579,32.1,14.8,31.3,0.5247,0.324,1
Ocean,South_Asia,Oceania,10947.1,424.2,282.7,0.6664,Standard,0.7207,18.0,28.9,27.8,0.3065,0.7207,1
Rail,East_Asia,East_Asia,2935.2,96.4,54.2,0.5622,Standard,0.9092,31.8,13.4,44.7,0.0408,0.7807,1
Rail,Europe,East_Asia,3846.2,111.8,50.1,0.4481,High,0.7765,48.3,60.4,46.1,0.333,0.3315,1
Ocean,Southeast_Asia,Middle_East,8747.5,333.1,118.8,0.3566,High,0.99,24.2,13.4,8.5,0.2736,0.3403,0
Air,North_America,Europe,9194.1,34.3,18.8,0.5481,High,0.6634,34.4,34.5,27.6,0.5044,0.6269,1
Ocean,Southeast_Asia,Europe,6534.6,265.5,164.5,0.6196,Standard,0.6369,27.0,47.8,34.1,0.6588,0.9231,1
Ocean,South_Asia,Oceania,14821.1,544.6,376.5,0.6913,High,0.9321,73.0,15.5,22.8,0.4766,0.22,1
Air,Europe,Latin_America,8090.6,24.2,2.2,0.0909,High,0.9228,15.2,16.3,33.2,0.4554,0.722,1
Ocean,Europe,Middle_East,13203.7,493.0,313.4,0.6357,High,0.6665,18.2,73.8,35.1,0.5322,0.0635,1
Ocean,South_Asia,Oceania,15313.2,525.5,29.5,0.0561,Urgent,0.98,36.6,18.2,39.4,0.5267,0.6889,1
Air,Middle_East,Oceania,5978.4,25.0,13.4,0.536,Standard,0.7976,21.6,3.4,24.7,0.3586,0.6704,1
Air,East_Asia,Europe,6772.2,28.3,8.8,0.311,High,0.7664,22.5,43.0,44.0,0.1577,0.19,1
Rail,South_Asia,North_America,5262.2,150.4,142.9,0.9501,Standard,0.8829,40.5,16.0,15.4,0.6048,0.1325,1
Road,Europe,Europe,706.8,16.7,4.2,0.2515,Standard,0.5228,84.2,40.3,13.1,0.0819,0.3603,1
Road,Europe,Europe,1314.9,32.5,15.3,0.4708,Standard,0.99,12.6,42.4,49.6,0.25,0.4932,1
Ocean,Southeast_Asia,North_America,8714.2,360.8,344.8,0.9557,High,0.9723,17.3,18.1,12.9,0.4575,0.673,1
Road,Europe,Europe,1708.5,28.5,20.7,0.7263,Urgent,0.99,100.0,34.4,13.1,0.2089,0.9626,1
Air,East_Asia,Europe,5880.8,23.6,7.9,0.3347,Standard,0.8526,63.6,22.0,100.0,0.3854,0.9468,1
Ocean,Europe,Latin_America,10090.5,411.3,164.4,0.3997,Standard,0.6254,70.2,26.3,16.4,0.4176,0.8562,1
Road,Latin_America,Latin_America,2275.9,44.5,40.8,0.9169,High,0.99,2.3,16.5,18.9,0.1011,0.4949,0
Air,East_Asia,Latin_America,6852.6,40.8,36.4,0.8922,Standard,0.6829,30.4,28.6,14.7,0.3764,0.8742,1
Air,East_Asia,Europe,8484.1,35.8,2.9,0.081,High,0.8979,38.2,51.0,19.4,0.2716,0.65,1
Rail,Europe,Europe,2433.0,75.1,7.9,0.1052,Standard,0.8575,64.1,31.3,43.9,0.0743,0.5886,1
Road,East_Asia,East_Asia,1318.6,31.9,15.1,0.4734,Standard,0.8647,46.7,21.7,80.2,0.0516,0.5815,1
Road,Europe,Europe,1940.9,34.1,15.8,0.4633,High,0.8982,15.8,59.0,42.6,0.0999,0.5179,1
Rail,South_Asia,North_America,2726.6,81.6,31.7,0.3885,Standard,0.99,52.2,15.4,10.1,0.2735,0.1632,1
Air,South_Asia,East_Asia,8021.7,45.8,11.2,0.2445,Standard,0.9231,21.8,37.2,26.1,0.05,0.4522,1
Ocean,East_Asia,North_America,10210.9,402.5,92.6,0.2301,Standard,0.8247,46.3,31.2,24.6,0.4385,0.3399,1
Ocean,Europe,Europe,14930.7,557.6,67.3,0.1207,Standard,0.99,35.6,33.8,30.2,0.2565,0.2353,1
Ocean,Europe,North_America,11653.6,435.6,41.5,0.0953,Urgent,0.7858,70.7,14.9,31.9,0.6743,0.492,1
Rail,North_America,North_America,3676.4,107.8,30.0,0.2783,Standard,0.8287,30.7,10.6,11.0,0.1749,0.6366,0
Ocean,East_Asia,Latin_America,17316.3,633.3,587.5,0.9277,High,0.99,21.2,59.0,33.4,0.4568,0.1863,1
Rail,South_Asia,South_Asia,6481.4,171.7,106.5,0.6203,Standard,0.9205,60.5,36.1,41.3,0.0917,0.3554,1
Rail,East_Asia,East_Asia,3038.7,80.5,18.0,0.2236,Standard,0.99,36.5,25.7,26.1,0.0409,0.6766,0
Ocean,Europe,Latin_America,15935.5,573.4,223.7,0.3901,Urgent,0.7454,14.0,59.0,43.6,0.7519,0.2871,1
Ocean,Southeast_Asia,Europe,6640.4,293.1,152.0,0.5186,High,0.9494,25.0,18.8,13.8,0.3214,0.8694,1
Road,North_America,North_America,1875.7,33.5,29.6,0.8836,Standard,0.9164,41.0,31.8,38.8,0.02,0.5608,1
Road,North_America,North_America,1316.2,30.8,22.8,0.7403,Standard,0.7789,40.8,16.9,11.7,0.02,0.3267,0
Road,Europe,Europe,1054.6,27.1,4.6,0.1697,Standard,0.99,43.6,30.9,18.2,0.131,0.8692,1
Road,Latin_America,Latin_America,2279.2,38.8,5.2,0.134,Urgent,0.9268,58.5,17.9,20.3,0.1607,0.4534,1
Rail,South_Asia,South_Asia,2053.0,78.5,34.2,0.4357,Standard,0.838,2.9,40.2,18.0,0.02,0.4343,1
Rail,South_Asia,East_Asia,1767.1,63.6,42.1,0.6619,Standard,0.99,15.2,17.3,54.6,0.2704,0.5802,1
Air,East_Asia,North_America,9438.8,29.3,2.2,0.0751,Standard,0.6665,41.4,32.3,17.6,0.2146,0.651,1
Air,Latin_America,North_America,4392.5,18.6,9.1,0.4892,High,0.8068,25.1,41.7,27.3,0.5772,0.3668,1
Air,Middle_East,Latin_America,6356.0,23.7,11.2,0.4726,Standard,0.946,21.1,29.6,10.7,0.6786,0.4372,1
Rail,East_Asia,East_Asia,6150.7,152.1,105.2,0.6917,Standard,0.6011,24.0,28.6,27.3,0.1083,0.5141,1
Ocean,Southeast_Asia,Latin_America,8790.1,316.9,68.0,0.2146,High,0.7721,13.5,37.1,6.9,0.451,0.4914,1
Air,Latin_America,Middle_East,3357.5,34.4,6.6,0.1919,Standard,0.6235,26.3,10.0,30.9,0.4395,0.4109,1
Ocean,East_Asia,North_America,9214.9,326.3,170.5,0.5225,Urgent,0.792,15.2,34.0,26.1,0.1758,0.7116,1
Rail,Europe,Europe,3317.2,101.8,87.8,0.8625,High,0.8524,32.0,35.3,20.8,0.0547,0.2024,1
Ocean,Europe,Latin_America,4877.3,194.6,89.7,0.4609,Standard,0.7238,41.8,30.4,27.5,0.1464,0.6207,1
Rail,North_America,East_Asia,3097.5,97.9,63.6,0.6496,Standard,0.8597,53.3,52.3,17.1,0.3347,0.2259,1
Ocean,Southeast_Asia,Oceania,11120.7,430.1,187.6,0.4362,High,0.99,18.6,29.2,17.0,0.3113,0.2969,1
