transport_mode,origin_region,destination_region,route_distance_km,planned_duration_hours,elapsed_transit_hours,transit_progress_pct,priority_level,carrier_reliability_score,origin_port_congestion_index,dest_port_congestion_index,weather_severity_index,customs_inspection_risk,seasonal_disruption_factor,disrupted,split
Ocean,South_Asia,Middle_East,9436.3,356.2,292.9,0.8223,Urgent,0.9144,80.6,22.1,11.2,0.3583,0.4733,1,train
Rail,South_Asia,South_Asia,1036.7,52.8,9.0,0.1705,High,0.7472,15.2,3.7,31.8,0.123,0.0714,0,train
Road,North_America,North_America,150.0,16.2,3.1,0.1914,Standard,0.6914,73.3,33.2,45.4,0.1951,0.2466,1,train
Ocean,Europe,Middle_East,9753.8,389.9,351.8,0.9023,Standard,0.9582,44.7,44.4,31.1,0.3141,0.5652,1,train
Road,East_Asia,East_Asia,2738.1,49.0,7.7,0.1571,Standard,0.7567,34.3,36.7,12.8,0.1688,0.72,1,train
Ocean,Europe,Oceania,10370.9,398.5,347.6,0.8723,Standard,0.9507,50.8,6.9,30.8,0.4723,0.9078,1,train
Road,Europe,North_America,1246.7,33.8,16.7,0.4941,High,0.9451,59.7,27.1,24.6,0.6131,0.0742,1,train
Ocean,East_Asia,Europe,6510.2,270.4,13.7,0.0507,Standard,0.913,13.1,48.4,23.2,0.4384,0.1293,1,train
Ocean,Europe,Oceania,14590.7,550.4,518.1,0.9413,Standard,0.6917,37.6,20.8,30.6,0.6869,0.8489,1,train
Ocean,South_Asia,Oceania,12577.1,437.1,326.7,0.7474,Standard,0.8231,62.6,16.7,18.0,0.5349,0.5826,1,train
Ocean,Southeast_Asia,Latin_America,7739.4,310.7,27.6,0.0888,Standard,0.7623,30.1,16.3,24.5,0.4688,0.2606,1,train
Ocean,Europe,Middle_East,14866.6,554.1,127.2,0.2296,High,0.933,27.0,48.4,25.1,0.4913,0.3883,1,train
Road,Latin_America,Latin_America,1707.9,37.7,31.7,0.8408,Standard,0.9786,95.7,49.2,33.7,0.02,0.1586,1,train
Ocean,Southeast_Asia,Latin_America,12096.2,459.3,149.3,0.3251,Standard,0.9504,26.8,41.5,63.0,0.5224,0.9074,1,train
Road,North_America,North_America,261.9,9.7,8.1,0.8351,Standard,0.6987,41.4,19.9,53.9,0.1528,0.1586,1,train
Air,Middle_East,East_Asia,4829.5,39.1,9.0,0.2302,Standard,0.856,34.6,29.5,33.8,0.4181,0.599,1,train
Road,North_America,North_America,1404.8,28.7,7.6,0.2648,Standard,0.8402,5.2,53.7,31.4,0.2285,0.281,1,train
Rail,East_Asia,East_Asia,2693.8,86.6,10.7,0.1236,Standard,0.99,61.9,70.3,70.5,0.1327,0.6101,1,train
Road,East_Asia,Europe,1115.4,27.2,6.9,0.2537,Standard,0.8003,28.5,10.5,36.2,0.0642,0.6502,1,train
Rail,North_America,North_America,2760.0,68.0,59.9,0.8809,Standard,0.8577,37.1,40.8,21.4,0.0941,0.6604,1,train
Air,East_Asia,Middle_East,7572.3,39.2,8.2,0.2092,Standard,0.8128,24.6,25.6,18.6,0.5642,0.0728,1,train
Road,East_Asia,East_Asia,1421.7,35.6,20.7,0.5815,Standard,0.7573,22.2,62.6,44.7,0.02,0.8504,1,train
Rail,North_America,East_Asia,5833.1,132.5,93.3,0.7042,Standard,0.6945,18.7,14.9,15.2,0.3688,0.2434,1,train
Road,East_Asia,East_Asia,1231.4,31.5,5.5,0.1746,High,0.99,69.0,32.6,18.5,0.0584,0.7057,1,train
Rail,East_Asia,East_Asia,5162.1,133.0,75.3,0.5662,High,0.99,40.0,58.5,6.2,0.1176,0.9438,1,train
Rail,North_America,East_Asia,4347.2,101.4,81.9,0.8077,High,0.8147,84.8,29.0,20.3,0.0768,0.1051,1,train
Road,North_America,Europe,776.3,21.1,19.0,0.9005,High,0.721,37.9,20.6,25.5,0.5556,0.6108,1,train
Air,North_America,Oceania,2427.3,16.8,15.5,0.9226,High,0.99,48.1,26.7,26.6,0.2228,0.21,1,train
Rail,East_Asia,East_Asia,5872.1,139.3,30.1,0.2161,High,0.8928,55.6,8.1,8.1,0.1151,0.5191,1,train
Road,East_Asia,East_Asia,1103.5,21.3,8.9,0.4178,Standard,0.8375,25.0,29.5,34.7,0.02,0.8131,1,train
Air,Europe,North_America,7831.2,36.0,32.0,0.8889,Standard,0.5214,80.2,35.8,12.0,0.8346,0.4,1,train
Road,Latin_America,North_America,1737.0,39.6,12.8,0.3232,Standard,0.6904,25.7,42.9,13.3,0.1021,0.1952,1,train
Ocean,Southeast_Asia,Middle_East,8886.9,368.4,322.4,0.8751,Standard,0.8596,96.7,28.4,32.1,0.5543,0.8603,1,train
Air,Middle_East,North_America,5956.1,21.8,8.8,0.4037,Standard,0.7835,51.8,51.9,25.5,0.2703,0.264,1,train
Air,Europe,North_America,3558.8,40.7,34.9,0.8575,Standard,0.7151,35.6,44.8,15.7,0.5449,0.7656,1,train
Ocean,Southeast_Asia,Middle_East,13355.1,473.7,223.7,0.4722,Urgent,0.9089,40.0,46.5,21.6,0.5366,0.3143,1,train
Ocean,East_Asia,Middle_East,17896.3,630.9,143.4,0.2273,Standard,0.8092,31.9,46.2,10.3,0.6024,0.856,1,train
Air,North_America,Europe,3354.9,31.6,12.5,0.3956,Standard,0.99,15.1,20.0,24.6,0.4382,0.7824,1,train
Ocean,Southeast_Asia,Europe,16373.5,598.7,83.8,0.14,Standard,0.94,70.6,64.3,12.2,0.3876,0.0734,1,train
Rail,North_America,North_America,2435.4,88.2,31.8,0.3605,Standard,0.7628,56.0,65.7,5.1,0.1161,0.8393,1,train
Air,Europe,North_America,6557.3,28.6,25.6,0.8951,Standard,0.8631,31.1,29.4,14.0,0.2982,0.6683,1,train
Air,South_Asia,Latin_America,5401.3,29.2,4.0,0.137,Standard,0.9619,48.9,16.7,7.4,0.4876,0.7371,1,train
Rail,Europe,North_America,4730.7,126.4,56.5,0.447,Standard,0.99,89.5,8.7,15.1,0.2303,0.1158,1,train
Rail,East_Asia,East_Asia,5254.8,153.1,46.4,0.3031,Standard,0.8466,13.3,55.6,6.5,0.0788,0.8278,1,train
Air,Southeast_Asia,East_Asia,4337.9,33.3,11.6,0.3483,Standard,0.8007,61.5,67.2,18.1,0.1884,0.4658,1,train
Ocean,South_Asia,Oceania,15009.0,565.0,446.6,0.7904,Standard,0.8621,41.3,9.6,13.2,0.05,0.945,1,train
Road,Europe,Europe,1494.3,33.1,27.8,0.8399,Standard,0.8896,64.6,21.7,22.9,0.1767,0.8014,1,train
Ocean,Southeast_Asia,Oceania,9047.8,328.2,104.8,0.3193,Standard,0.9531,26.4,12.0,27.5,0.3066,0.5626,1,train
Rail,North_America,North_America,4975.9,139.0,86.0,0.6187,Standard,0.6639,23.7,21.9,48.1,0.1666,0.2559,1,train
Rail,North_America,North_America,4655.2,129.9,62.8,0.4834,High,0.9667,39.3,23.6,81.2,0.1517,0.0569,1,train
Air,Southeast_Asia,North_America,8650.3,42.5,26.6,0.6259,Standard,0.7022,26.5,30.4,7.7,0.322,0.1538,1,train
Road,East_Asia,East_Asia,442.7,16.9,15.0,0.8876,Standard,0.99,10.0,32.1,11.6,0.1753,0.0852,0,train
Ocean,South_Asia,Oceania,12743.1,455.1,144.6,0.3177,Standard,0.99,36.2,34.5,18.7,0.5681,0.1819,1,train
Rail,North_America,North_America,3123.3,80.3,57.8,0.7198,Urgent,0.921,51.1,39.7,48.6,0.1462,0.5993,1,train
Rail,North_America,North_America,4034.8,128.4,104.0,0.81,Standard,0.6757,27.5,76.7,21.0,0.2221,0.9184,1,train
Rail,East_Asia,East_Asia,1339.0,41.3,4.5,0.109,Standard,0.7418,17.2,7.5,45.1,0.1706,0.7019,1,train
Ocean,South_Asia,Oceania,12872.9,492.9,266.8,0.5413,Standard,0.8264,31.5,24.3,54.4,0.2384,0.2586,1,train
Air,Europe,East_Asia,9728.8,28.0,1.9,0.0679,High,0.8306,16.5,31.5,36.3,0.5101,0.8887,1,train
Ocean,South_Asia,Latin_America,18448.2,639.5,151.0,0.2361,High,0.8533,48.3,100.0,35.0,0.3118,0.3228,1,train
Rail,Europe,East_Asia,4464.5,124.3,21.5,0.173,Urgent,0.7436,63.7,16.4,23.7,0.7116,0.3637,1,train
Road,Europe,Europe,935.4,27.6,1.5,0.0543,Urgent,0.9015,8.4,14.1,35.0,0.1856,0.4649,1,train
Road,North_America,North_America,380.8,11.3,0.7,0.0619,Standard,0.986,15.7,41.0,16.4,0.0859,0.5674,1,train
Ocean,East_Asia,North_America,13214.8,504.7,452.8,0.8972,Standard,0.6358,46.6,15.5,6.0,0.5342,0.867,1,train
Road,East_Asia,North_America,2015.4,39.2,11.9,0.3036,High,0.9205,35.5,21.3,18.7,0.7143,0.6575,1,train
Road,North_America,North_America,622.5,21.1,17.4,0.8246,Standard,0.9266,30.5,60.5,30.0,0.1069,0.271,1,train
Ocean,Europe,North_America,10172.5,411.6,156.5,0.3802,Urgent,0.8923,10.6,32.5,9.2,0.5718,0.6374,1,train
Air,South_Asia,Latin_America,6318.3,41.5,9.9,0.2386,Standard,0.8241,38.6,95.3,7.3,0.4835,0.9297,1,train
Road,East_Asia,East_Asia,1256.1,33.0,3.1,0.0939,Standard,0.99,34.3,25.2,10.0,0.2209,0.6119,1,train
Rail,Europe,Europe,3404.5,109.9,83.3,0.758,High,0.99,35.3,23.0,25.0,0.1394,0.5295,1,train
Road,East_Asia,East_Asia,864.8,24.3,15.8,0.6502,Standard,0.9676,51.3,12.4,15.9,0.1323,0.1371,0,train
Ocean,East_Asia,Middle_East,8774.1,348.6,158.6,0.455,Standard,0.8068,53.7,49.7,40.6,0.6437,0.1596,1,train
Road,Latin_America,Latin_America,371.8,19.3,6.6,0.342,High,0.8072,26.3,22.5,35.6,0.0958,0.5661,1,train
Ocean,East_Asia,North_America,7944.1,319.1,278.4,0.8725,Standard,0.8145,72.7,77.3,64.8,0.6925,0.6011,1,train
Ocean,South_Asia,Latin_America,8766.4,368.9,320.8,0.8696,High,0.99,28.1,23.0,51.2,0.4072,0.8086,1,train
Air,South_Asia,Oceania,5505.3,22.4,5.6,0.25,Standard,0.7305,48.3,16.7,17.5,0.2875,0.2743,1,train
Air,East_Asia,Oceania,5736.6,38.2,33.5,0.877,Standard,0.8217,30.3,39.9,24.6,0.05,0.9346,1,train
Road,North_America,North_America,893.3,23.2,6.8,0.2931,Standard,0.8085,24.9,46.1,17.7,0.1902,0.3065,1,train
Ocean,South_Asia,Europe,10309.5,383.4,151.3,0.3946,High,0.7949,35.4,99.5,29.3,0.6445,0.5501,1,train
Road,Europe,Europe,949.9,18.8,6.7,0.3564,Standard,0.7461,39.6,57.6,31.4,0.1162,0.6914,1,train
Rail,East_Asia,East_Asia,2541.3,86.8,20.5,0.2362,High,0.8263,51.6,37.2,23.2,0.0942,0.3369,1,train
Ocean,South_Asia,Middle_East,10594.8,403.3,178.4,0.4424,High,0.9477,27.3,90.5,22.9,0.4829,0.9071,1,train
Road,North_America,North_America,1636.9,29.3,26.0,0.8874,High,0.9679,16.7,78.0,14.8,0.0412,0.8462,1,train
Ocean,South_Asia,Europe,11808.1,454.7,248.4,0.5463,Standard,0.9609,38.9,16.4,45.8,0.5025,0.8253,1,train
Ocean,Europe,Middle_East,6775.7,278.3,249.9,0.898,Standard,0.6866,41.4,10.8,4.5,0.6447,0.68,1,train
Ocean,Europe,Oceania,8283.5,299.1,53.0,0.1772,High,0.9233,85.5,39.6,5.1,0.6153,0.9638,1,train
Road,East_Asia,East_Asia,434.2,22.2,3.8,0.1712,Standard,0.8264,16.6,38.4,10.6,0.1549,0.5719,1,train
Ocean,Europe,Oceania,5125.0,240.2,36.4,0.1515,Urgent,0.7829,29.3,50.6,4.1,0.366,0.366,1,train
Rail,Europe,Europe,3899.0,96.6,37.9,0.3923,Standard,0.832,49.7,49.3,47.3,0.0656,0.3598,1,train
Air,Europe,Oceania,1639.5,33.3,10.1,0.3033,Urgent,0.7215,21.9,28.8,21.8,0.4759,0.519,1,train
Air,North_America,Middle_East,6041.3,33.1,20.3,0.6133,Standard,0.6423,42.6,19.3,22.7,0.4766,0.845,1,train
Rail,Europe,Europe,2291.4,59.2,7.9,0.1334,High,0.9639,37.5,44.9,51.4,0.02,0.6568,1,train
Road,Latin_America,Europe,821.6,26.3,20.8,0.7909,High,0.8574,42.7,10.3,29.4,0.5055,0.2644,0,train
Ocean,Europe,Oceania,11966.3,442.5,432.6,0.9776,High,0.8958,9.0,66.4,41.7,0.4957,0.6001,1,train
Ocean,Europe,North_America,17049.6,577.2,531.9,0.9215,Standard,0.8098,37.5,51.8,20.9,0.1978,0.7977,1,train
Air,East_Asia,Middle_East,6230.8,34.1,23.5,0.6891,Standard,0.8555,35.2,64.8,19.6,0.2978,0.457,1,train
Air,North_America,Middle_East,8016.7,42.6,33.9,0.7958,Standard,0.99,15.3,32.2,55.2,0.2063,0.834,1,train
Ocean,Southeast_Asia,Latin_America,11391.9,395.6,99.3,0.251,Standard,0.6356,5.5,8.5,7.5,0.2502,0.7338,1,train
Ocean,Europe,Oceania,12512.5,462.8,127.6,0.2757,Urgent,0.6949,6.9,22.4,18.1,0.4027,0.4105,1,train
Ocean,East_Asia,Latin_America,11298.9,414.6,35.7,0.0861,Standard,0.99,70.0,23.6,20.8,0.4069,0.0743,1,train
Ocean,East_Asia,Middle_East,9066.5,360.4,209.8,0.5821,Standard,0.6929,79.4,29.5,20.3,0.4016,0.092,1,train
Road,North_America,North_America,620.0,21.2,7.1,0.3349,Urgent,0.7681,28.3,19.5,9.3,0.1146,0.2243,1,train
Rail,Europe,North_America,4959.5,129.6,121.4,0.9367,Standard,0.9377,31.6,49.1,32.9,0.3235,0.4295,1,train
Ocean,East_Asia,North_America,12312.6,479.6,424.8,0.8857,Urgent,0.9025,68.3,48.4,23.7,0.2029,0.3411,1,train
Ocean,Europe,Europe,12380.6,478.9,334.0,0.6974,Standard,0.99,44.4,21.6,29.3,0.1786,0.7171,1,train
Rail,Europe,North_America,629.3,42.4,3.3,0.0778,Standard,0.8614,36.0,100.0,54.7,0.4406,0.4539,1,train
Road,North_America,North_America,1031.7,29.5,22.6,0.7661,Standard,0.7779,7.6,17.6,49.3,0.1197,0.5753,1,train
Ocean,Southeast_Asia,Oceania,12600.3,440.3,283.4,0.6437,Standard,0.9486,39.7,51.6,20.9,0.2661,0.3537,1,train
Road,East_Asia,East_Asia,1887.3,39.4,16.7,0.4239,Urgent,0.8454,21.3,65.5,1.3,0.2192,0.2178,1,train
Rail,South_Asia,South_Asia,3667.5,92.0,68.4,0.7435,High,0.9829,32.6,12.5,48.8,0.1745,0.4401,1,train
Ocean,East_Asia,Oceania,15854.5,589.2,138.5,0.2351,Standard,0.99,47.4,63.5,39.5,0.388,0.4044,1,train
Road,East_Asia,East_Asia,150.0,8.1,6.8,0.8395,Standard,0.8144,10.3,25.7,36.8,0.1998,0.0741,0,train
Road,East_Asia,East_Asia,1339.0,31.5,16.8,0.5333,Standard,0.811,53.0,9.8,44.2,0.1297,0.3892,1,train
Air,Middle_East,Latin_America,9286.3,27.9,2.7,0.0968,Urgent,0.6537,48.3,63.7,36.6,0.4283,0.6677,1,train
Road,East_Asia,East_Asia,1354.7,24.2,20.8,0.8595,Standard,0.6779,56.7,32.4,25.9,0.133,0.192,1,train
Road,East_Asia,North_America,1825.0,40.6,34.2,0.8424,Urgent,0.8826,15.1,19.8,25.0,0.2608,0.6688,1,train
Rail,East_Asia,East_Asia,2770.4,101.0,75.6,0.7485,Standard,0.8483,79.7,7.8,49.9,0.1778,0.6392,1,train
Rail,South_Asia,North_America,4078.4,114.0,55.5,0.4868,High,0.8418,32.2,54.1,13.7,0.368,0.3484,1,train
Rail,South_Asia,Europe,3397.4,96.0,14.7,0.1531,High,0.7999,73.0,57.1,2.3,0.3132,0.8634,1,train
Road,Latin_America,Latin_America,1123.4,25.8,21.2,0.8217,High,0.8815,31.9,35.7,40.2,0.115,0.9742,1,train
Ocean,East_Asia,Oceania,12013.9,430.1,47.8,0.1111,Standard,0.9197,22.9,26.2,46.0,0.3835,0.551,1,train
Air,Middle_East,Latin_America,6763.3,44.2,29.3,0.6629,Standard,0.9518,25.1,86.4,8.6,0.4476,0.1827,1,train
Ocean,Southeast_Asia,Middle_East,13795.1,494.0,77.6,0.1571,Urgent,0.6524,22.6,47.0,6.5,0.4281,0.2537,1,train
Air,Southeast_Asia,East_Asia,1312.1,36.5,12.8,0.3507,High,0.8513,27.8,13.5,16.1,0.479,0.5371,1,train
Road,North_America,North_America,1653.8,35.1,9.8,0.2792,High,0.8021,36.7,50.9,26.7,0.217,0.9012,1,train
Rail,North_America,North_America,4610.2,133.8,19.6,0.1465,High,0.8723,20.1,20.6,36.7,0.141,0.7539,1,train
Road,North_America,North_America,1906.3,40.1,19.5,0.4863,Standard,0.7279,43.8,17.1,29.3,0.1303,0.8332,1,train
Air,East_Asia,Latin_America,5327.5,38.2,21.3,0.5576,Standard,0.6627,47.7,53.6,67.8,0.4939,0.7003,1,train
Ocean,South_Asia,North_America,11059.3,407.3,237.3,0.5826,Standard,0.849,26.4,45.5,38.3,0.5733,0.2722,1,train
Air,Europe,East_Asia,12119.5,39.1,23.1,0.5908,High,0.9316,55.5,77.0,31.6,0.6329,0.3531,1,train
Ocean,Europe,Middle_East,13911.6,494.1,205.1,0.4151,Standard,0.8279,27.4,17.9,55.1,0.1932,0.3413,1,train
Air,Latin_America,Middle_East,7263.3,41.7,37.9,0.9089,Standard,0.7237,36.7,32.8,12.8,0.313,0.6955,1,train
Road,Europe,Europe,150.0,13.8,7.8,0.5652,High,0.99,76.3,20.9,18.7,0.1548,0.865,1,train
Road,North_America,Europe,768.6,23.6,19.7,0.8347,High,0.925,51.9,15.6,45.7,0.4962,0.5012,1,train
Road,East_Asia,Latin_America,2674.0,48.5,19.2,0.3959,Standard,0.7455,41.0,27.1,27.7,0.2239,0.6964,1,train
Road,Europe,Latin_America,2553.6,51.8,34.9,0.6737,Standard,0.8286,6.7,40.4,21.2,0.3053,0.5536,1,train
Air,South_Asia,North_America,8286.3,28.4,5.7,0.2007,Standard,0.8667,55.0,48.1,9.7,0.2514,0.388,1,train
Rail,Europe,Europe,3068.2,91.5,38.8,0.424,Standard,0.9774,32.8,39.8,26.4,0.1539,0.477,0,train
Ocean,Europe,Europe,5999.9,259.7,64.3,0.2476,Standard,0.8399,44.4,54.5,48.3,0.1292,0.1639,1,train
Rail,East_Asia,North_America,2850.5,103.4,51.7,0.5,Standard,0.8901,8.8,26.9,75.3,0.2419,0.7454,1,train
Ocean,Southeast_Asia,Latin_America,15030.1,564.4,93.9,0.1664,Standard,0.8255,44.7,18.5,31.0,0.5022,0.3413,1,train
Ocean,Europe,Middle_East,18626.1,628.6,593.4,0.944,Urgent,0.6661,61.7,31.6,27.4,0.253,0.6796,1,train
Ocean,South_Asia,Middle_East,9998.7,366.6,103.2,0.2815,Standard,0.815,13.5,37.1,52.8,0.296,0.126,1,train
Road,Latin_America,Latin_America,1304.2,29.6,20.2,0.6824,High,0.9815,11.0,8.1,40.0,0.1072,0.1971,0,train
Air,Southeast_Asia,Europe,7638.5,23.8,3.1,0.1303,High,0.8587,15.8,46.7,26.9,0.6437,0.113,1,train
Air,South_Asia,Oceania,8078.4,28.3,13.8,0.4876,Standard,0.8668,94.6,3.9,26.6,0.2364,0.1963,1,train
Road,Latin_America,Latin_America,601.3,16.8,10.5,0.625,Standard,0.99,9.2,17.1,9.5,0.02,0.9626,0,train
Ocean,South_Asia,Middle_East,11643.7,407.2,128.5,0.3156,High,0.9116,42.5,62.3,19.0,0.5659,0.8232,1,train
Ocean,South_Asia,Latin_America,11619.1,420.7,369.0,0.8771,Standard,0.9782,40.8,51.3,44.0,0.3459,0.0927,1,train
Air,Latin_America,Middle_East,6402.7,27.6,16.6,0.6014,High,0.932,5.0,25.6,29.4,0.565,0.3025,1,train
Ocean,East_Asia,Middle_East,14148.1,527.8,217.8,0.4127,Standard,0.7173,43.8,22.8,51.0,0.4187,0.3569,1,train
Ocean,South_Asia,Latin_America,5470.0,256.3,135.2,0.5275,Urgent,0.9435,30.1,19.6,47.3,0.4087,0.8256,1,train
Rail,Europe,Europe,1095.5,64.7,58.9,0.9104,Standard,0.7826,55.6,31.7,15.7,0.2325,0.7298,1,train
Ocean,South_Asia,Latin_America,8913.8,358.9,315.5,0.8791,Urgent,0.7075,6.8,31.6,31.2,0.607,0.5928,1,train
Air,Southeast_Asia,Middle_East,5320.4,21.8,3.5,0.1606,Standard,0.9791,62.7,93.5,47.2,0.2617,0.7402,1,train
Rail,South_Asia,South_Asia,2703.5,68.3,7.8,0.1142,High,0.8989,41.4,18.9,32.4,0.0372,0.6758,1,train
Ocean,Europe,North_America,10976.5,432.2,100.7,0.233,Standard,0.9277,45.4,37.0,20.9,0.5123,0.6505,1,train
Ocean,South_Asia,Middle_East,14030.5,529.1,351.6,0.6645,Urgent,0.99,42.7,46.3,10.8,0.545,0.1783,1,train
Ocean,East_Asia,Oceania,8615.5,347.1,285.4,0.8222,Standard,0.866,11.4,8.2,9.6,0.5829,0.741,1,train
Ocean,Europe,Latin_America,8972.1,325.7,122.8,0.377,High,0.99,32.3,34.0,24.1,0.2927,0.5906,1,train
Ocean,South_Asia,Latin_America,12727.8,437.8,237.6,0.5427,High,0.8055,4.4,25.4,17.8,0.2814,0.4997,1,train
Rail,East_Asia,Europe,877.3,41.3,9.8,0.2373,High,0.7929,59.6,50.7,9.4,0.3069,0.7117,1,train
Rail,Europe,Europe,2636.1,96.4,61.5,0.638,Standard,0.8884,93.5,25.2,21.0,0.1046,0.6126,1,train
Ocean,East_Asia,North_America,11031.6,410.3,354.1,0.863,Urgent,0.6976,31.4,56.3,28.3,0.6324,0.4271,1,train
Rail,East_Asia,East_Asia,5004.7,128.0,53.4,0.4172,Standard,0.99,20.6,8.5,35.8,0.02,0.2525,1,train
Road,Europe,Europe,1636.9,37.5,22.9,0.6107,Urgent,0.9461,53.4,28.1,18.6,0.2027,0.5554,1,train
Road,East_Asia,North_America,1151.9,23.0,4.1,0.1783,Standard,0.733,81.1,60.5,40.1,0.1055,0.2927,1,train
Rail,Europe,North_America,4848.9,119.5,96.3,0.8059,Urgent,0.6805,18.0,25.1,11.8,0.2554,0.1933,1,train
Rail,Europe,Europe,1923.0,66.1,40.6,0.6142,Standard,0.7426,52.1,100.0,31.6,0.1349,0.1507,1,train
Rail,South_Asia,South_Asia,3151.2,75.9,54.4,0.7167,Standard,0.7804,21.2,12.3,10.9,0.0784,0.5763,1,train
Ocean,Europe,Middle_East,11660.9,450.6,190.2,0.4221,Urgent,0.7579,37.4,28.4,28.8,0.2728,0.1298,1,train
Road,East_Asia,East_Asia,904.9,28.4,4.7,0.1655,High,0.8794,24.7,35.5,30.2,0.207,0.8783,1,train
Ocean,Southeast_Asia,Europe,9269.1,339.0,41.1,0.1212,High,0.6757,19.4,33.9,54.3,0.3478,0.9277,1,train
Ocean,South_Asia,North_America,13430.9,465.2,384.0,0.8255,High,0.7707,44.1,70.3,38.6,0.4793,0.1495,1,train
Ocean,East_Asia,Middle_East,11719.6,439.8,412.2,0.9372,Standard,0.7367,24.1,37.2,17.6,0.05,0.8811,1,train
Ocean,South_Asia,Middle_East,11645.4,445.0,395.1,0.8879,High,0.7505,55.4,32.2,73.4,0.5437,0.7103,1,train
Air,Southeast_Asia,Europe,6483.1,30.9,13.1,0.4239,Standard,0.678,100.0,38.7,13.2,0.3556,0.5531,1,train
Road,Latin_America,Latin_America,1487.3,37.2,7.4,0.1989,Standard,0.8802,48.5,41.0,20.6,0.1261,0.8847,1,train
Rail,East_Asia,East_Asia,4439.4,109.7,78.1,0.7119,Standard,0.8936,53.6,36.3,27.4,0.141,0.7117,1,train
Road,Europe,Europe,233.9,8.4,5.6,0.6667,Standard,0.7544,61.8,48.5,33.9,0.1273,0.3949,1,train
Road,North_America,North_America,410.8,20.8,11.0,0.5288,Standard,0.8659,22.6,12.8,7.7,0.02,0.7684,0,train
Ocean,East_Asia,North_America,13873.3,506.9,454.4,0.8964,High,0.8651,26.2,44.2,10.5,0.4255,0.6599,1,train
Rail,East_Asia,East_Asia,2843.4,77.3,39.1,0.5058,High,0.8636,30.1,74.7,80.7,0.1498,0.5313,1,train
Air,North_America,East_Asia,6512.8,31.5,3.5,0.1111,Standard,0.7007,38.2,66.0,25.7,0.417,0.1062,1,train
Rail,Europe,North_America,2952.2,84.8,82.8,0.9764,Standard,0.8704,4.9,50.6,16.6,0.5669,0.472,1,train
Ocean,East_Asia,North_America,7073.7,304.5,142.6,0.4683,Standard,0.8657,11.7,16.7,1.8,0.3435,0.4705,1,train
Ocean,South_Asia,Oceania,12234.4,438.3,189.7,0.4328,Standard,0.5522,35.4,71.0,19.7,0.5978,0.4791,1,train
Ocean,East_Asia,Latin_America,8703.5,344.3,141.9,0.4121,High,0.673,44.7,47.4,4.7,0.2923,0.5334,1,train
Ocean,Europe,Middle_East,7204.1,300.2,104.0,0.3464,Standard,0.7507,34.0,3.9,66.7,0.2456,0.7226,1,train
Ocean,Southeast_Asia,Oceania,13139.4,497.0,470.2,0.9461,Standard,0.99,34.8,15.6,37.1,0.6472,0.647,1,train
Rail,North_America,North_America,4091.0,114.1,46.6,0.4084,High,0.9358,49.2,32.6,18.3,0.0979,0.899,1,train
Ocean,South_Asia,Middle_East,8876.5,330.0,222.9,0.6755,High,0.8424,21.1,28.4,20.8,0.2839,0.1876,1,train
Ocean,East_Asia,North_America,14914.2,541.1,244.2,0.4513,Standard,0.8817,78.2,62.4,29.4,0.2978,0.5638,1,train
Rail,North_America,North_America,1893.8,60.1,50.3,0.8369,Standard,0.99,13.3,17.5,42.6,0.1648,0.9112,1,train
Rail,Europe,Europe,3560.3,118.5,8.4,0.0709,High,0.6411,24.1,67.3,28.3,0.0286,0.6814,1,train
Road,Europe,Europe,1496.8,32.0,11.9,0.3719,Standard,0.7266,49.4,51.9,7.4,0.1614,0.6379,1,train
Ocean,Southeast_Asia,Middle_East,11446.8,428.8,262.5,0.6122,Urgent,0.9024,37.1,16.9,34.4,0.3715,0.8181,1,train
Air,Middle_East,Oceania,6766.4,21.2,16.3,0.7689,Standard,0.7878,34.3,38.1,25.0,0.2741,0.7201,1,train
Road,Europe,North_America,669.4,21.8,1.7,0.078,Standard,0.6374,32.5,26.1,12.7,0.1386,0.354,1,train
Ocean,East_Asia,Oceania,7794.1,328.5,249.6,0.7598,Urgent,0.6838,57.2,24.2,17.7,0.6016,0.3721,1,train
Ocean,South_Asia,Europe,9759.7,381.3,112.5,0.295,Standard,0.99,30.7,28.6,20.3,0.8638,0.5499,1,train
Rail,East_Asia,East_Asia,3306.4,92.6,31.8,0.3434,Standard,0.8705,53.1,42.7,22.8,0.1291,0.2597,1,train
Air,North_America,East_Asia,6231.5,37.7,28.0,0.7427,Standard,0.8576,56.8,31.6,10.4,0.3998,0.3981,1,train
Ocean,Southeast_Asia,Europe,12279.6,471.0,122.7,0.2605,Standard,0.99,28.8,35.4,4.8,0.2915,0.1473,1,train
Air,North_America,Europe,6013.2,32.9,4.7,0.1429,Standard,0.7505,15.0,10.6,14.3,0.1028,0.9174,1,train
Ocean,South_Asia,Europe,9261.6,381.8,81.5,0.2135,Standard,0.7751,35.0,79.6,40.1,0.5894,0.2149,1,train
Ocean,Europe,Latin_America,12937.2,447.9,342.1,0.7638,Standard,0.9336,35.6,46.3,21.7,0.2165,0.5487,1,train
Ocean,East_Asia,North_America,16375.3,566.1,270.2,0.4773,Standard,0.8942,22.6,21.2,41.7,0.5386,0.1864,1,train
Air,Southeast_Asia,North_America,9821.1,27.2,18.7,0.6875,Standard,0.7085,22.2,5.7,31.5,0.5421,0.5357,1,train
